,customer_id,recommendations,ground_truth
33,00019d6c20e0fbb551af18c57149af4707ec016bb0decdf064cdae15ab1569a8,735404002 735404005 735404001 703658001 784990001 695871001,698283002 559630009 700370004 524061003 731407006 559630009
34,0001ab2ebc1bb9a21d135e2fefdb11f12bee5c74ab29842a6d2ffd71316bf048,764073005 764073004 764073002 858172001 858172002 617725004 617725017 617725002,744712003 695632001 742947001 772773001 772773001 537116001 685814002 684341001
35,0001b0127d3e5ff8dadcfc6e5043682dba2070f2667081623faeb31c996242a6,917203003 849663001 849663002 587756001 644306001 644306002 751473001 751534006,860305003 704720005 834217004 739590038 876053003 844409002 760084008 559630029
36,0001d44dbe7f6c4b35200abdb052c77a87596fe1bdcc37e011580a479e80aa94,412964023 873794002 612554003 621400002 621400001 621400003 617725002 617725001,519583028 865929003 762457002 849487005 812207003 816521005 691252002 733098013
37,0001f8cef6b9702d54abf66fd89eb21014bf98567065a9b5e42f37bc99528cf5,649274001 649274002 593049001 544531004 544531002 761328001 761328002 761328003,666006006 771501005 806529003 731851001 699867001 666006006 783707012 777070003
38,000226b9ea81019249060b376b516f821a80e9b24f89a72106bf04b4c18b82f3,607427001 607427005 607427008 607427012 607427006 607427002 699220003 699220001,675952009 695324011 626815001 821674001 714750003 821674001 744787003 708456008
39,00022754ec18c5e53757eea8b281632a5c4a499368ecc53a21adfc64a665ba8b,566220001 801204005 801204001 880249001 885922003 885922005 885922006 885922001,674492001 732534001 656719003 573716012 689389004 852174001 569996001 495685001
40,00023182883c3d537185d3e2d8ec2cb20bd4732f3869416f321d662c4fac7187,772773008 772773002 772773001 772773004 752700002 668321001 668321002 752700001,687720001 413707023 719655001 751471001 659204001 647334001 457892005 561814002
41,000231cc9af9e58ab4edc66fbd61da921b144ba85bc1c00d0ae2309531e4c210,634013013 634013009,686564004 686331005
42,00023e3dd8618bc63ccad995a5ac62e21177338d642d66b42e0038c6b10f655a,641298005 856109003 856109002 856109001 767248001 742570001 742570002 772773004,700938003 796314001 733668001 678073002 156231001 697315006 685815004 772927001
43,000253f6914890557a88d0b91288ce85fae9332dac43ee5445c33e3891df6fd3,862067001 862340002 862340001 908371001 796374001,693242010 708021001 557246014 670334001 569997012
44,00025f8226be50dcab09402a2cacd520a99e112fe01fddd1b10ea71270547b26,660712002 673799006 660712014 673799001 660712001 660712011 660712003 660712012,667870001 541519021 743223002 708098001 735607002 759423002 797565002 762286009
45,000270f6018e827d6d678efe815565a22668fb801b2b89bf84b1cb4f4ca631ea,712272003 751534002 751534001 751534006 751534005 751534004,358753005 661023004 464908002 757156001 722439001 464297021
46,00028f80bf6da2c285fb724373517e93e53e5f83c4ebe61de78b249c0e1990ee,565379007 565379005 795675006,610776040 612800010 779630002
47,00029b1b57c1aec110f48aac6639d71369387c5985cbd839b6e18dc5fb512127,673901003 673901004 673901016 673901011 673901005 673901007 673901010 673901009,706016002 706016002 706016006 706016002 706016002 706016006 547780001 706016002
48,0002b7a7ab270a638fcb2eb5899c58696db24d9d954ddb43683dd6b0ffa292f0,736584001 612911001 641361001 654615001 796374001 796374002 755304001 669950003,566140017 572797001 783552001 742423004 559634018 619506006 599718013 399061008
49,0002cca4cc68601e894ab62839428e5f0696417fe0f9e84551c6827a7629d441,528019001 825733002 656686003 656686002 656686001 680715001 762742001 835543001,910601002 715335001 835348001 715335002 685430002 714790003 762392001 662948003
50,0002d2ef78ec29c03a951963a2694be963c06d7123b9726e4bde96e828d770f6,630318001 827219001 733172001 652780001 858341001 693459001 913290001 817864001,812658001 865714002 818032003 823195001 747192001 715624035 763673002 865714002
51,0002d5b37e064c0da06d559a51a082746ad3893d11a086d956b90b002313bdfe,874007001 649274001 649274002 577964002 577964001 722674003 722674001 722674005,708311029 750230001 708311001 802087001 708311029 662369010 772916001 780653002
52,0002db27a1651998a3de4463437b580b45dfa7d8107afa778daad67b3d015d94,862340002 873790013 873790001 873790006 736584001 736584002 649599001 693459001,767438001 615092002 689109003 926502001 739503003 688873010 773980002 653664007
53,0002df750270ca6a4b50e4a9de59b6e26e22869ab9fbbef1156fb18bba30de92,807500002 807500006 893351003 893351002 893351001,771329016 862937008 762261005 723167001 733181001
54,0002e4924f38a599994d83110e5db96d62bbffce7fea85368f438326c56d559d,372860024,678697001
55,0002e6a17e3a75600888cac019846a600c9c6fe2bc1565613c6fa6c13f727071,702802003 702802002 702802004 702802001 781774001 788844001 751288001 701046002,733101002 723529001 692632001 715126006 687176001 426199002 768465002 789303002
56,0002e6cdaab622b5047407efc0d0bf85e23220e092012095d98119fa9cb3cee7,601615002 601615001 809677001 785861001 797364001 722349005 722349006 576097001,850622002 858883001 849257001 789303001 508691010 832253001 640021019 647946004
57,0002f2f1deddc6f2504d96d65fa10ecbb22d7a13092b459efa085b5b9fec24c7,866714016 866714017 866714001 774909001 828652004 828652001 828652002 412964023,868392003 822115001 892794001 815264012 785327002 862590001 820630002 855005001
58,0002fcb7273c7b8b65937339c7ee57d5919051c343be28cb93da6b076116f072,811235002,763280005
59,000300107f2d093ca1d2c5e2bd0a74f59f80005079338cc4f156d4a594d43019,844409001 844409002 844409003 610051001 636546001 736584001 736584002 595208002,783934001 721511004 730353001 688537004 554450001 736213002 767869002 720125001
60,000303d20b953d06dcf8c6db2d05616383a88ac84bf05482a8f5c45b3d6507b9,747939002 854619002 854619003,850176003 854619003 684209004
61,00030bc026428965d1868e4f3536f131feeedf5ce1b0035a410be49841479c12,673677002,673677010
62,0003224b98f7cac91dbf66d41b4c1e2f064584bf15449327f676658db16c13e4,633966001 762143002 762143010 762143007 762143001 762143011,732725001 750712002 711188002 734140002 744180001 754002001
63,00033727677f91e311ad65609583d6f21f6871ea0ab73b54dfb916ebe92b9e3f,649395001 649395002 622598001 570745001 653053001 649223002 649223001 649223003,760975001 570319036 658030011 754374007 775328007 802087001 579541011 470789001
64,00034511adebfa99af8a46658c919b6dde86f2cb7175494392e6b509ed89ef00,719103002 807630001 626393002 659562001 854301001,751471019 568601031 783384001 574109011 751399004
65,000346516dd355b40badca0c0f5f37a318ddae31f0e0f76a3a0454eb591b6384,562619002 708138009 708138004 708138024 858284003 858284001 708138027 708138026,685823003 825811006 707777006 485176004 694966001 745232001 699923041 669708001
66,000355d99ba7fb8012b298ea6b167e89bf3a183dee562ed8eb9534c4a1287fef,588573003 588573001 775712001,472065002 685685001 633781011
67,00035e92a9bd02a8e28e2e59721663fdeb39bfd57c486023522686214a56ca16,576620001 700798001 604059003 604059001 629801001 547333005 547333002 547333004,465655010 679278003 747939002 685816002 685816001 560213002 673718001 784785001
68,000362878a3904e1fe4927bbfcdb10c64a9d85b12a593a7d9c965efcc9187cbf,471714035 471714005 471714013,471714014 471714002 471714005
69,00036485be20507492e75ac35de433587d1e8948096f555b5e2c9df5f922729c,675069001,713699004
70,00036ffb474cd9818bd0d9045fd5863b0167aabae75e613722443c7b3264730d,649274001 649274002 745091003 745091004 837576001 559642001 559642003 736584001,782874003 710108002 723529003 220094010 751342001 745186001 734436002 782874004
71,00037fbb43b7d0e24c469bc53fbc9081d7190c7cbc51f9f92c44ec23c46fb832,786187002 786187005 786187001,884432001 884432001 884432001
72,000383021a8cf9a542b9c855b42f99aa76374873661e831f56e225c58bd088ac,653335001 653335004 653335002,676708001 653291003 650678005
73,00039306476aaf41a07fed942884f16b30abfa83a2a8bea972019098d6406793,650801006 650801002 650801005 651591001 542077002 542077001 786814001 647355003,504155012 482660018 537895003 666382001 704029002 632832001 675139003 656059003
74,0003abe64294e66a6310c3436fa9e5b754cc5603deef4f26fc8ab8d043af9358,867948009 867948004 867948001 867948003 867948002 591334016 591334002 591334039,783346001 640174004 543054005 458239022 436083002 561445020 760123003 799365027
75,0003c98542d16e740156638a7d133d93360d3ff3d0b7ec3ccb78932a915b1cfe,509637001,703193001
76,0003e7b27d3dd2295e609bcc017e96a05f322cd25fdaa717f5d2ed124a762843,642390002 766965001 654700001 840607007 840607009 840607010 840607001 840607003,717341001 698796001 717341001 711938002 396135007 590928023 611415005 698796001
77,0003e867a930d0d6842f923d6ba7c9b77aba33fe2a0fbf4672f30b3e622fec55,626060001 818031001 818031004 818031002 818031003 855110001 855110004 657731001,904026001 621381012 880017001 891322006 873217004 784053005 870962001 880017001
78,0003e9bbb9faf3937ad3a28a5bede5c1b896c1bc6c10354ed3487a5ffb4dd30e,607159001 684212001 684212002 742912001 742912002 742912003 620907005 620907003,699075001 736592002 559637005 742916002 736593003 742916003 742916002 736592002
79,0003ea63da109dffa9af1b4323338b4ebc9501f90505c87a4947a445ebfb8607,649922005 649922006 649922003,653275008 564312022 569974026
80,000400dcdcf45d8d1ad1bd63be6fbd79a49167adf0cf28792cb97a53dbad3ff2,855507004 855507001 753863001 884975001 624800002 625077001 624800001 816472002,657512002 717490060 714414001 674651002 688796001 679280001 552473001 698302004
81,00040239317e877c77ac6e79df42eb2633ad38fcac09fc0094e549180ddc201c,600297001 600297003 600297002 866831003 796617001 578342004 578342001 516712010,722169001 800808002 719639003 719639003 756720001 640176009 855239003 771981001
82,0004068f54dbe1c7054b23c615edc5f733a508ecc54930bf323209f20410898c,617725015 617725017 617725001 617725018 617725002 596539001 596539002 816623001,631536005 680391008 667442001 625480003 342034014 690926002 658183002 675068002
83,000406f7566f4c298edc89427e3294666cf96a0b93c849530784f1b5367497a8,671232002 846425001 598696001 596812001 713355001 634523001 537742002 537742001,647416001 707349001 446224014 469562048 814306003 637073001 433444001 666382002
84,000412345109c7c085b5faec96afe864b19a172fa4cb9b94823d9ef6a8a1846a,714790002,714790017
85,000416152a81973bebab23142bd5dd6ebd85c8c5e2d63e18eb6398b71864f219,539241003 708554001 708554002 888490002 888490001 507092002 507092001 507092003,885416001 533404014 677049001 712519001 666444001 721390017 704668001 557248009
86,00045027219e894b683fb4687211e2d0c904c268e9f28d370d9a84994678ac71,862340001 862340002 708138037 708138021 858284003 708138011 708138004 708138002,630116023 554450026 673396002 504155018 687350001 680262010 624632007 854679005
87,0004518be81f6f0dd216dc5699016bc159ebb9dbd62a7697140acbe84f257509,507909015,662868003
88,00045b41ba4df7a2e6c09093ec92873ea43a137cf2b24cff1a387f75a24782a9,922619002 922619001 840607010 840607001 840607007 840607003,732842002 643588007 828982001 751664001 792517002 792517002
89,00047be328d1d284ba9270dd28bf65c018485435fa12119be612f90af8d4b719,641253001 753324001 753324002 539465004 903960002,720473002 525518008 698718002 756633003 525518008
90,00047d50bde8751b26aaec7536ccc5fd92828ffa0a396df17e8a1a313f1ef9c9,757006002 862067001 833482005 833482002,904567002 897679003 516903024 909081004
91,0004852bef85b2af95f4e530e43d86178e890e419c14361736a34f881b940efd,935548001 904625001 927173001 568569001,857812007 763469001 734113002 809961002
92,000486a4fe2906dc61e1a178b0952f5d8799ec905d26f68358c7bdae798c73c3,692835002 692835003 568905004,688659001 558512005 505507014
93,000489746e2e4351220bc35024b2354044713a702b88965bc1b3163bedb189bc,648976001 648976002 718272001 722890001 584580005 584580002 584580001 737644002,826652001 723087001 651845002 705937001 794620002 560047001 641914011 651845002
94,00048f2f68760664d2d0fa1e7fbfe083f05287f342484c29a13661772507ee6b,587026014,587026012
95,000493dd9fc463df1acc2081450c9e75ef8e87d5dd17ed6396773839f6bf71a9,769573002 640021020 640021019 640021012 640021018 640021001 640021011 640021024,556255001 872453001 642016001 831269004 576897001 706016002 700926002 886223001
96,0004a7b3945dc17a51fa3b1a206749f0e3404e4f6ae8b6905ef5e56212e1fe38,862067001 833482005 833482002 815471001 815471004 815471002 767754001 767754004,657116003 559634002 791587001 798553001 767436003 754275001 749407002 156231001
97,0004aa5ffaf2886467d9a74b0f47bd2e9797d477871d2e906363440fbed308ae,880777001 880777002 683906006 683906005,733749001 823505002 599580055 823505002
98,0004db725c9025318d5c461bb7e1c99fb8e77d9e8f267bba860073ea27bdc2d5,836486005 836486003 836486002 623275008 623275002,620208027 646822002 623282001 620208002 552018005
99,0004ddf25c68546858543d60b52b84df1947fa4c91dc1b682a9458b55f9a1fae,841383003 841383002 767834001,827968004 827968003 841383002
100,0004df3751c43c51f79aa24d321f35ce4a1a3ec180c4a1425b0aefc037ab25bc,744938002 617725015 617725002 617725001 617725004 617725018 617725017,573085028 832482001 490113020 573085043 783707047 689365042 600886004
101,0004ec078693c417c08ef6be811a09693d706138e5d2b8340d089cdf379b5fab,585788003 585788001 788219002,579541001 678983007 549914012
102,0004ee708acad44b15ee324daffef7b379a1fdfd9826f39a3aabda9dacaea176,744938001 617725004 617725001 617725018 617725017 617725015 617725002 752700002,253448001 810777001 609485015 794575003 895703001 611635003 763270001 736049003
103,0004f079e5f7fbf106301d8c32278e71a96adde0a9e3328d2fc01309796ebc4b,751534001 751534004 751534005 751534006 863920001 722674001 722674005 722674003,820508001 808631001 825005002 744786001 579302001 662593001 568597018 555109001
104,00051dc66eecbfd664831115062ef7d9798bed36b80c7c3c51e68d3a75441df1,675407001 665717001 665717002 757981001 653102002,660327004 636455003 678064001 636455024 690618001
105,00052ddcff0fb9e557eb3b212c950a24dc3900c28bb70545dc2cc617821fe40b,694462001,822355002
106,000531ecd2754a0cf214373cc7b6dbcf7ce9a77c3284a2facbe072f763618bbc,688105008 688105013 688105004,812207002 851167001 808663001
107,0005340aa69bb5a28d98712a36d8f669024bce137e3c82a618ea49032b9023c6,862340002 816746001 865915001 794770001 817401006 817401002 849144002 849144001,856310003 903306001 865236001 808569001 839284002 821395014 795988001 806388019
108,000538c14c490fee547e2703439f70bdb8748e2a62f875d63b7320c17ae20fc2,789707001 789707005 789707004 847106002 551839001 819143001 612856001 661307001,742087005 244267032 419634001 562399001 615941001 766247001 679853020 744910002
109,00053f544468004bd5b18b25ae8faad7c9a2f71c34e7cdead6494a1e5c59ff89,718448001 621340002 621340001,874465005 825600002 825600002
110,0005476832b9770a320d94de5518f78587ed4aa848b2a7c7407f12f251fcd5aa,764387003 764387002 764387001,764387001 783507001 764387001
111,000563485cbb7850b0a93c6606f89c5b961c6647d1bd4869ae160401ea5d8775,694194002 694194001 567532013 567532002 567532004 567532029 567532021 567532008,778064038 706104009 778064026 778064028 757487002 754106001 676111001 599580017
112,00057056ddfa1496d44aeaad5d89b5ff57be7504d4089a98eecd198ee9014b0f,663384002 663384004,683001004 584631021
113,00058592fc65afabbb00b1bb7d33c6b221d00c6a98c62101ee96e12ebddbf0ee,688038002 663519002 663519009 663519004 663519001 465655024 465655019 465655017,733935002 721268004 803985001 510075007 758034001 612481001 751270001 837028001
114,00058bbdde20e5d34b5f2c60698b2d6ee5736dfca9f370f6c63f8925112a6056,813688001 766116001 832824001 832824003 762619011 762619002 762619003 717483001,669910001 752281001 656067005 708485001 722437003 722437003 694220003 703434009
115,00058c11019467570a6918669b768392f7c9277b7ae4d853bab9cd25f1eae6b4,661307002 881203003 609737002 567732001 762023002 622902002 622902001 622902003,731385005 672890004 698258002 718942003 656763006 764621001 620625001 773463002
116,000599972ce0544fc72f91810d09e936b23665e7a858a82141fed578f8449dea,562251007 562251006 562251001 542846001 542846003 704126005,562245001 733419002 745475001 562245001 733419002 654073004
117,00059eadf61683b9b03e95a65f7e2ffaf5aaaea350af1abda294fa400d22a4a6,529953005 529953006,529953007 666221002
118,0005bc21a78d1e3cf40c1778028f1f81ab6a49875831174e66823fef1cc17855,764073004 764073005 917203003 917203001 817869001 817869002,815026003 815026003 613666002 751870005 534357002 534357002
119,0005c68366e7955683b7cdc75535f400d76c2e713b627733c2bd87f6c95b3738,824337003 824337001 824337007 824337002,741356008 741356002 608945019 741356002
120,0005cd85a6220e1f1c582c7ff9175efe7d7c16d184c5ba48d87c0cc889f97efd,892910004 892910002 892910001 941005005 941005002 941005004 941005001 941005003,768912001 355569004 215589001 120129001 398074001 859077018 913817001 576775001
121,0005d926defbe130e228dd8892aa879d89858e6ffc9a604d8b289ed0a1901f0d,808896001 809320006 809320007 809320001 648823001 870687001 569984037,849859002 780297002 780297001 747560001 675027003 784396001 783707064
122,0005e01f5a3b634c2348f12ec2a491a8aa11f89f48c97ce7ac54ef4c0565283a,822860003 822860001 685044002 685044003 685044004 685044010,772902002 591334039 591334019 788632006 679853001 673677012
123,0005e0a5655d6615cafdb830af2034388c9c3a3025ac14a09a1b6153fefbbd98,751534006 751534004 751534001 751534002 587813005 587813006,684209013 778064051 838729002 778064026 859077005 778064001
124,0005ef6698aeae9819c35dd1d63446f251797d07fe5b4a621beee30b36156181,850589001 633463003 569888001 839265002 827799002 827799001 721927001 735793001,693602005 693602005 829783005 662888002 706443001 639496004 624486019 722059002
125,0005f3aab821000881d74b72fde2d9b3e4742cf86136681c6c7d107cd9452d59,685147004 685147001 761162001 903824002 903824006 903824003 687707004 687707002,701057007 692155014 304766008 304766008 692155003 816503001 408647007 304766008
126,0005f8253fe3d050aefcef07bedd5a557491b3fa658e318b2b9b0a22f71cfe81,704754001 704754002 605106010 744847001 605106007 744847002 605106001 605106002,675070002 573085028 634541001 747197003 747192004 717490008 841260007 832361006
127,000608ab13228c9d4f90f2e7e7dfd3b0c280d84ae817bfc899a0d3e7e01932f0,760746003 829145007 829145011 829145009 829145005 829145003 829145004 755872001,621381012 756189002 709991001 642437005 620573008 516859002 638960001 685468001
128,000610a2daf19204bea9c8bf58dc30ed7d16948f46b266d0a420cc99e8658557,411499001 777056001 690470001 782559001 728990001 719123001 800774001 655017001,626168003 802230001 771774002 784467007 501620026 785100001 777100001 687044006
129,00061a04f030bdf3665b09829192ca8c13c4de6dd9ae9d38d0d0b5ce3a1cfc6f,919786002 611354002 811683003 811683001 811683002 811683004 597215005 794770001,680810001 752814004 688558001 776772001 776736001 615566002 666448007 870345002
130,00061f9d8a57529d6a662d6ca9f92c82f08a2fe5de53b4d599a7ce5f78c59e64,826213002 784677001,665481012 688728001
131,000659db9979238065fe1f032cd87839b9a6ccf97d404f8513d6279281bda7e0,883026002 883026003 883026001 681657002 681657003 681657006 681657001,800390001 585123002 561445037 745247004 797394003 710039001 591334003
132,000669bae7443ad5cb50a450f7916cdf6808f38d4b30c30a786ba6560ffe304c,665477012 665477003,665477002 665477002
133,00066fdcf5f0da690b898b287d05ce477bd2764ce975d138489da03510a42833,687302001 746793002 746793001 398089018 398089004 398089002 398089007 398089014,603584021 525518005 562245018 595696030 741220002 814817002 612481002 798690001
134,00067622de3151a7219b4ed9922def50b51601fbe414183d316697f220aa835e,570530004 617725018 617725004 617725002 617725015 617725001 617725017 868688002,768440008 750199001 810362001 792939001 754835006 723939001 624562003 586207004
135,00067e5a9f440b9b7a53996318330c7f9cad10d3fb650c2d88b2e049121ffea2,577175001 621410002,577175001 577175001
136,00068c36f7034bf3e7943e581b7222ea639fba0e58a82ef24f2eee158e38d9bf,540768009,540768002
137,00068fc247894dc159e7f6246cebb2eaaca3a65b93a8a9b9eef5a26edc8c8de1,622149009 622149011 622149004 622149010 622149005,672494002 647823002 237347052 652060004 628499008
138,0006b5856381fac4eac03efe68a6578a2d9260f4e109f4a9be2888c11a3fe56a,587756001 674294006 716099002 716099003 716099001 649274001 649274002 619907005,674482003 642739001 703795001 657165001 657174002 661147004 681175005 666061001
139,0006bb0fad5c49341bd9cece264271e68e01a4e55f22ec9efffc43b0b3bdbc34,892322001 844107001 897445002 897445001 931729004 708138004 708138037 708138023,619884017 507910001 662857001 671505002 702623002 524825014 664074042 783346006
140,0006bfcec82c6c132276c0a5549ae13645c9ab77b0243fe7a76bcd9c66bfc06d,665717001 665717002 761269002 761269003 761269001 651591001 565466001 881698004,650122003 881577002 701506001 778064001 817491006 316085001 713321001 782555005
141,0006ca2c5ecdbdcc1de5e72adffc6c33448fc2aaa62afed8be1cfd13e698a438,849490001 811842003 811842001 760158001,572998001 898075002 456163051 898075002
142,0006d1fc72f81261e70e74249ab2c348e21a093ba40f2af6e90f4337a9736af2,702623002 702623004 702623001 702623003 605788001 605788002 632537001 563493001,783346015 612481001 714730006 750260003 757904001 715927002 880560001 685017005
143,0006d29459eec3af6937029628172f4dbe0c5e5bcbfc73d7fcde1cd20b2fbbd0,708899003 708899001 790732002 790732003 591088003 591088002,662085001 636455030 538699001 682028002 579541031 579541001
144,0006d37aaf7dd84f9bbc02f6cadcb74fd72ebf370bdc5f110a8a4092aa7e173e,357751002 357751003 639268002 639268001 814321001,465655010 720137001 720137001 720137001 685687004
145,0006d3ff0caf0cb4d4e0615ee5cb7d268622364d483335bf21fbf296e785e282,742084007 742084001 742084004 739417003 774909001 562619002 763978005 763978006,837278001 717490002 600756001 699454003 349301041 811803002 731515001 890602001
146,0006d8845db202dc43bd6ed3d74702df026b13fc1517c956a26f93e4e7dde4fc,730685001 584722001 862453001 862453002 742116001 742116002 826865001 942062001,678260001 634009008 547365003 671800001 635034002 582248001 671800003 619506006
147,0006ffc0d469f12c6109dd39a096612d754e2b73a88708721bbc380937d27341,649274002 831027005 831027001 831027002 643344004,826508002 882925001 882925002 855793001 814763004
148,000747860042b94e85707605c2a627c6ba30c4117d025d72cefdba58d73b8e21,792366001 624941002 624941001 867365002 867365001 899144001 899144002 587756001,667491006 739144001 655784001 747216002 685089003 697992001 666382010 742180002
149,000749135ee9aa3a24c2316ea5ae4f495b39c1653c5612bb5b239f1b2a182a2a,800691016 800691008 800691007 800691013 800691002,706016001 707061003 707061003 800691007 800691008
150,00075ef36696a7b4ed8c83e22a4bf7ea7c90ee110991ec5e0fb21b12f862f73d,707742001 766324001 844708001 865671001 856797002 876350001 619696001 827482001,790791004 856440001 869663001 845610001 399201042 794389001 854602002 599580028
151,0007666ed01a41da49ce4991a713fd5848f3bf10e40dda1874e52f30d74bb832,832036013,851608003
152,000773f3c485c18e103197e45a57021bc77acb16e39e0b9f362a9b5ef66878c3,647490002 647490001,565200029 625117003
153,00077dbd5c4a4991e092e63893ccf29294a9d5c46e85010e95f2fc10bf9437a4,872506001 824140001 786423001 734619001 868074001 810967001 859706001 823222001,486639003 776179001 777628003 826492007 929744001 889379006 843594001 867966009
